5/04/2022 12:58:25	LIDL FC	add	11
5/04/2022 12:58:33	FIX	add	1
5/04/2022 12:58:40	FSC EMRATA	add	1
5/04/2022 12:59:56	FC WAFFEL	add	1
5/04/2022 13:00:01	PROJECT 0 - AMPE (POA)	add	1
5/04/2022 13:00:51	LOS POLLOS HERMANOS	add	1
5/04/2022 13:01:24	ESTEE VV	add	1
5/04/2022 13:39:07	HULSTE SPOR	add	11
5/04/2022 13:39:09	HULSTE SPOR	add	11
5/04/2022 13:40:08	LOS POLLOS HERMANOS	add	1
5/04/2022 13:40:13	LOS POLLOS HERMANOS	add	11
5/04/2022 13:40:28	PORCHERIE	add	1
5/04/2022 13:40:28	PORCHERIE	add	1
5/04/2022 13:40:28	PORCHERIE	add	1
5/04/2022 13:40:28	PORCHERIE	add	1
5/04/2022 13:40:28	PORCHERIE	add	1
5/04/2022 13:41:02	PROJECT 0 - AMPE (POA)	add	11
5/04/2022 13:41:03	PROJECT 0 - AMPE (POA)	add	11
5/04/2022 13:41:03	PROJECT 0 - AMPE (POA)	add	11
5/04/2022 13:41:03	PROJECT 0 - AMPE (POA)	add	11
5/04/2022 18:03:55	FC WIETIES	add	11
5/04/2022 18:03:55	FC WIETIES	add	11
5/04/2022 18:03:55	FC WIETIES	add	11
5/04/2022 18:03:55	FC WIETIES	add	11
5/04/2022 18:03:55	FC WIETIES	add	11
5/04/2022 18:03:55	FC WIETIES	add	11
5/04/2022 18:04:00	DE HOEVE	add	11
5/04/2022 18:04:00	DE HOEVE	add	11
5/04/2022 18:04:00	DE HOEVE	add	11
5/04/2022 18:04:01	DE HOEVE	add	11
5/04/2022 18:04:01	DE HOEVE	add	11
5/04/2022 18:04:01	DE HOEVE	add	1
5/04/2022 18:04:01	DE HOEVE	add	1
5/04/2022 18:04:01	DE HOEVE	add	1
5/04/2022 18:04:02	DE HOEVE	add	1
5/04/2022 18:12:43	SAMUEL ETO'VENAARS	delete	1
5/04/2022 18:12:44	HULSTE SPOR	delete	1
5/04/2022 18:12:46	SAMUEL ETO'VENAARS	add	1
5/04/2022 18:12:48	DE VROLIJKE FIETSERS	delete	11
5/04/2022 19:42:58	DIEUDONNE FANCLUB	add	11
5/04/2022 19:42:58	DIEUDONNE FANCLUB	add	11
5/04/2022 19:42:59	DIEUDONNE FANCLUB	add	11
5/04/2022 19:42:59	DIEUDONNE FANCLUB	add	11
5/04/2022 19:42:59	DIEUDONNE FANCLUB	add	11
5/04/2022 19:42:59	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:00	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:00	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:00	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:00	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:00	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:01	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:01	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:01	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:01	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:02	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:02	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:02	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:02	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:03	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:03	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:03	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:08	DIEUDONNE FANCLUB	delete	1
5/04/2022 19:43:10	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:11	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:11	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:12	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:12	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:41	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:43	DIEUDONNE FANCLUB	delete	1
5/04/2022 19:43:44	DIEUDONNE FANCLUB	delete	1
5/04/2022 19:43:44	DIEUDONNE FANCLUB	delete	1
5/04/2022 19:43:46	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:46	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:47	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:48	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:48	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:48	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:48	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:48	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:49	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:49	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:49	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:49	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:49	DIEUDONNE FANCLUB	delete	11
5/04/2022 19:43:56	DIEUDONNE FANCLUB	add	11
5/04/2022 19:43:57	DIEUDONNE FANCLUB	add	1
5/04/2022 19:43:58	DIEUDONNE FANCLUB	add	1
5/04/2022 19:43:58	DIEUDONNE FANCLUB	add	1
5/04/2022 19:43:59	DIEUDONNE FANCLUB	add	1
5/04/2022 19:44:00	DIEUDONNE FANCLUB	add	1
